word_start,word_end,line_end
21.387755102,21.711020408,nan
21.711020408,21.963265306,nan
22.047346939,22.380408163,nan
22.380408163,22.634013605,nan
22.693877551,23.02984127,nan
23.02984127,23.265306122,nan
23.36,23.555918367,nan
23.555918367,23.685079365,nan
23.685079365,23.771428571,nan
23.771428571,24.535873016,nan
24.535873016,24.584126984,nan
24.584126984,25.051428571,nan
25.051428571,25.201632653,nan
25.201632653,25.968253968,25.968253968
26.047346939,26.299591837,nan
26.383673469,26.726530612,nan
26.726530612,26.801269841,nan
26.801269841,27.030204082,nan
27.030204082,27.219591837,nan
27.219591837,27.294331066,nan
27.382857143,27.712653061,nan
27.712653061,27.885714286,nan
27.885714286,28.478911565,nan
28.545306122,28.656689342,nan
28.711836735,29.198367347,29.198367347
29.198367347,29.247346939,nan
29.247346939,29.384489796,nan
29.384489796,29.564081633,nan
29.564081633,29.851428571,nan
29.851428571,29.977324263,nan
30.063673469,30.639455782,nan
30.710204082,31.043265306,nan
31.043265306,31.216326531,nan
31.216326531,31.895510204,nan
31.895510204,32.05877551,nan
32.05877551,32.551020408,32.551020408
32.715102041,33.133786848,nan
33.204897959,33.374693878,nan
33.374693878,34.238548753,nan
34.553469388,34.911201814,nan
34.911201814,35.193469388,nan
35.193469388,35.72244898,nan
35.72244898,35.888979592,nan
35.888979592,36.225306122,nan
36.225306122,36.477097506,nan
36.548571429,37.038367347,37.038367347
37.201632653,37.351836735,nan
37.351836735,37.71755102,nan
37.71755102,37.893877551,nan
37.893877551,38.393469388,nan
38.393469388,38.563265306,nan
38.563265306,38.809977324,nan
38.902857143,39.758730159,39.758730159
39.872653061,40.032653061,nan
40.032653061,40.127346939,nan
40.127346939,40.21877551,nan
40.21877551,40.64399093,nan
40.721632653,40.871836735,nan
40.871836735,41.206349206,nan
41.206349206,41.639909297,nan
41.704489796,41.792290249,nan
41.87755102,42.454421769,42.454421769
42.543673469,42.638367347,nan
42.638367347,42.723265306,nan
42.723265306,42.963265306,nan
43.043265306,43.209795918,nan
43.209795918,43.699591837,nan
43.699591837,43.824036281,nan
43.895510204,44.154920635,nan
44.154920635,44.734693878,44.734693878
45.214693878,45.361632653,nan
45.361632653,45.87755102,nan
45.87755102,46.060408163,nan
46.060408163,46.295510204,nan
46.295510204,46.458049887,nan
46.527346939,46.831020408,nan
46.831020408,46.950022676,nan
46.950022676,47.100952381,nan
47.164081633,47.369795918,nan
47.369795918,47.696326531,nan
47.696326531,47.924897959,nan
47.924897959,48.618231293,48.618231293
49.214693878,49.554285714,nan
49.554285714,49.639183673,nan
49.707755102,49.864489796,nan
49.864489796,50.367346939,nan
50.367346939,50.563265306,nan
50.563265306,50.710204082,nan
50.710204082,51.307755102,nan
51.389387755,51.742040816,nan
51.742040816,51.885714286,nan
51.885714286,52.53877551,nan
52.53877551,53.285714286,53.285714286
53.534693878,53.861587302,nan
53.861587302,53.977142857,nan
54.050612245,54.390204082,nan
54.390204082,54.475102041,nan
54.556734694,54.723265306,nan
54.723265306,55.074285714,nan
55.216326531,55.337142857,nan
55.337142857,55.782857143,55.782857143
55.875918367,56.244897959,nan
56.244897959,56.345396825,nan
56.345396825,56.535873016,nan
56.535873016,57.048163265,nan
57.048163265,57.129795918,nan
57.129795918,57.23755102,nan
57.23755102,57.703038549,nan
57.703038549,57.87755102,nan
57.87755102,58.374693878,58.374693878
58.540408163,58.697142857,nan
58.821587302,59.38122449,59.38122449
59.921632653,60.313469388,nan
60.313469388,60.401632653,nan
60.401632653,60.558367347,nan
60.558367347,61.041632653,nan
61.041632653,61.211428571,nan
61.211428571,61.818412698,nan
61.818412698,61.907301587,nan
61.907301587,62.445714286,nan
62.67755102,62.853877551,nan
62.853877551,62.991020408,nan
62.991020408,63.136326531,nan
63.232653061,63.79755102,63.79755102
63.879183673,63.964081633,nan
64.039183673,64.279183673,nan
64.359183673,64.605986395,nan
64.688253968,64.881269841,nan
64.881269841,65.547755102,65.547755102
65.711020408,65.984580499,nan
65.984580499,66.048979592,nan
66.133333333,66.499591837,66.499591837
66.56,66.713469388,nan
66.713469388,66.909387755,nan
66.909387755,67.049795918,nan
67.049795918,67.350204082,nan
67.350204082,67.719183673,nan
67.719183673,67.924897959,nan
67.924897959,68.04244898,nan
68.04244898,68.625306122,nan
68.764081633,69.173877551,69.173877551
69.375419501,69.732063492,nan
69.732063492,69.823673469,nan
70.044444444,70.547845805,nan
70.715646259,71.049433107,nan
71.049433107,71.214693878,nan
71.372335601,71.867845805,nan
72.033015873,72.391836735,nan
72.391836735,72.643265306,nan
72.874376417,73.044897959,nan
73.044897959,73.197278912,nan
73.197278912,73.967346939,73.967346939
74.224036281,74.586122449,nan
74.586122449,74.768979592,nan
74.884353741,75.399546485,nan
75.399546485,75.570793651,nan
75.570793651,75.728253968,nan
75.728253968,76.444081633,76.444081633
76.368979592,76.683900227,nan
76.683900227,76.858049887,nan
76.858049887,77.217959184,77.217959184
77.217959184,77.38122449,nan
77.38122449,77.524897959,nan
77.524897959,77.773061224,nan
77.773061224,77.871020408,nan
77.871020408,78.040816327,nan
78.040816327,78.429387755,nan
78.429387755,78.801632653,nan
78.860408163,79.373061224,nan
79.373061224,79.889795918,79.889795918
80.062040816,80.380952381,nan
80.380952381,80.564897959,nan
80.715102041,81.217142857,nan
81.384489796,81.723356009,nan
81.723356009,81.89877551,nan
82.03755102,82.494693878,nan
82.667755102,83.047619048,nan
83.047619048,83.307755102,nan
83.549387755,83.696326531,nan
83.696326531,83.872653061,nan
83.872653061,84.713469388,84.713469388
85.241904762,85.688163265,nan
85.688163265,85.825306122,nan
85.825306122,85.975510204,nan
86.044081633,86.334693878,nan
86.334693878,86.537142857,nan
86.537142857,87.033469388,nan
87.033469388,87.121632653,nan
87.203265306,87.386122449,nan
87.386122449,87.711020408,87.711020408
87.88244898,88.395102041,nan
88.395102041,88.525714286,nan
88.525714286,88.937142857,nan
88.937142857,89.126530612,nan
89.126530612,89.648979592,nan
89.648979592,89.720816327,nan
89.720816327,89.880816327,nan
89.880816327,90.18122449,nan
90.18122449,90.34122449,nan
90.34122449,90.902857143,90.902857143
90.987755102,91.337142857,nan
91.337142857,91.46122449,nan
91.46122449,91.555918367,nan
91.555918367,91.653877551,nan
91.653877551,92.060408163,nan
92.368979592,92.468571429,nan
92.545306122,92.948571429,nan
93.031836735,93.123265306,nan
93.201632653,93.711020408,nan
93.711020408,93.806439909,nan
93.806439909,94.220408163,nan
94.220408163,94.311836735,nan
94.370612245,94.455510204,nan
94.455510204,94.556734694,nan
94.556734694,94.902857143,nan
94.902857143,94.974693878,nan
94.974693878,95.302857143,nan
95.369795918,95.683265306,95.683265306
95.94122449,96.385306122,nan
96.385306122,96.53877551,nan
96.53877551,97.074285714,nan
97.074285714,97.219047619,nan
97.219047619,97.566984127,nan
97.566984127,97.673650794,nan
97.673650794,97.894603175,nan
97.894603175,98.393650794,98.393650794
98.56,98.890884354,nan
98.890884354,99.021496599,nan
99.021496599,99.217414966,nan
99.217414966,99.683265306,nan
99.683265306,99.928163265,nan
100.009795918,100.183945578,nan
100.183945578,100.318911565,nan
100.318911565,100.353741497,nan
100.353741497,100.536598639,nan
100.536598639,101.073197279,101.073197279
101.252063492,101.38122449,nan
101.38122449,101.74984127,nan
101.74984127,102.254693878,nan
102.38984127,102.463492063,nan
102.463492063,102.989206349,nan
102.989206349,103.750204082,nan
103.893333333,104.050068027,nan
104.050068027,104.482539683,nan
104.482539683,104.565986395,nan
104.565986395,104.624036281,nan
104.624036281,105.190022676,nan
105.190022676,105.287981859,nan
105.287981859,105.353287982,nan
105.353287982,105.712471655,nan
105.712471655,105.810430839,nan
105.810430839,105.90984127,nan
105.90984127,106.376417234,106.376417234
106.376417234,106.456235828,nan
106.456235828,106.543310658,nan
106.543310658,107.144489796,nan
107.198185941,107.533061224,nan
107.533061224,107.715918367,nan
107.715918367,107.924897959,nan
107.924897959,108.257959184,nan
108.257959184,108.966530612,108.966530612
109.035102041,109.38122449,nan
109.38122449,109.691428571,nan
109.691428571,109.874285714,nan
109.874285714,110.024489796,nan
110.024489796,110.243265306,nan
110.243265306,110.543673469,nan
110.543673469,111.043265306,nan
111.043265306,111.235918367,nan
111.235918367,111.377414966,nan
111.377414966,111.706122449,nan
111.706122449,112.091428571,112.091428571
112.267755102,112.375510204,nan
112.375510204,112.473469388,nan
112.558367347,113.038367347,nan
113.038367347,113.198367347,nan
113.198367347,113.332244898,nan
113.332244898,113.94122449,113.94122449
114.220408163,114.380408163,nan
114.380408163,115.04,nan
115.04,115.222857143,nan
115.222857143,115.696326531,nan
115.696326531,115.879183673,nan
115.879183673,116.04244898,nan
116.04244898,116.274648526,nan
116.274648526,116.372244898,nan
116.372244898,116.545306122,nan
116.545306122,116.731428571,nan
116.790204082,117.324263039,nan
117.384489796,118.121632653,nan
118.367346939,118.530612245,nan
118.530612245,118.860408163,nan
118.860408163,119.114739229,nan
119.114739229,119.885714286,119.885714286
119.938321995,120.2430839,nan
120.2430839,120.562358277,nan
